Poem ID,Title,Text,Speaker
L41,Laika,"Mingey Mutt,
Mongrel made;
a man-made horror
of unnatural purity,
White coat and tan smudges.

A thief bared by thieves,
hands grown to pilfer,
a soul spat to swallow,
blackness and a tornado of stars;
alone and hyperthermic.

A mishap in the millennium,
an oblivious martyr for sin and silent remorse (for other things).
Had it been a pedigree
and lived a life free of
the hereditary mark
it may have seen Christmas.

It will never know a warm bed;
instead it will be scorched;
left to the torture of an absent heaven
heart racing and after-
-pity.

My black hair, the envelope of purgatory
closes like elevator doors
into darkness,
into nothing.

That’s all I ever was.",First-Person
L42,,"My mind often goes back to the story of Laika, a stray picked up from the streets of Moscow and sent into the sky.

When building a graveyard, it is English superstition that the first person to be buried in the graveyard is stuck there, called a church grim, to act as a guide to the newly buried. Thus many killed and buried a dog first to act as the guide (since no one wanted to subject their loved ones to the fate of eternal service).

I like to think that Laika is our planet’s church grim. We sent her first to be buried beneath the stars and she guides the people we send after her into what is beyond, be it beyond our atmosphere or perhaps even beyond our plane of life.

I am not religious, I never have been (though my grandmother did try, it only resulted in me being booted from our local church), I do not believe in heaven nor hell, nor Nirvana, though at times I wish I did to give myself relief from the looming fear of death.

I believe only in my neurons that fire randomly to give me consciousness, and I believe that when I die that will be it, no more neurons to give me consciousness, no more ‘me’ to give consciousness to.

But sometimes, when I’m lying in my bed at night looking out my window at the sky, I feel what I think religious people feel when they pray; I feel looked after, I feel seen, and as much as I believe in nothing, a part of me believes that it is Laika, playing catch with the comets and living in the stars that gives me that comfort.

“Good girl, Laika. Stay.”",First-Person
L43,the value of space,"Laika the Soviet space dog flew aboard the Sputnik 2, launched into orbit on November 3rd, 1957. As the technology to de-orbit had not yet been developed, Laika's survival was never expected. She died of overheating hours into the flight, on the craft's fourth orbit.


i'm thinking about laika
chosen for her assumed resilience
condemned by her assigned purpose

which is to say:
i'm thinking about the cruelty we knowingly inflict
on living things uniquely suited to love us


The experiment, which monitored Laika's vital signs, aimed to prove that a living organism could survive being launched into orbit. After placing Laika in the container and before closing the hatch, they kissed her nose and wished her bon voyage, knowing that she would not survive the flight.


as her limbs grew heavy
and the air thickened in her lungs
did laika feel a burning sense of usefulness?

did she recall the gentle touch
of a hand that once promised safety?

while the world around her darkened
as it was engineered to do
did the dog in space fear she was at fault?


Before launch, one of the mission scientists took Laika home to play with his children. He wrote, ""Laika was quiet and charming ... I wanted to do something nice for her: She had so little time left to live.""


the final act of cruelty:
embodying the love you might have shown her
under slightly different circumstances

letting her bask in a glimpse
of requited affection

telling her to feel at home
before sending her back to the stars",Third-Person
L44,,"PERHAPS,
THE GREATEST THING
I CAN CONTRIBUTE TO
HUMAN KIND IS TO
LAUNCH MYSELF INTO
THE EARTH'S ORBIT,
UNLEASHING THE
ENCAPSULATED DESIRE
TO VOICE OUT THE BEAUTY
INHERENT IN MY
PERSONAL OUTER SPACE.",First-Person
L45,,"Dear Laika,
You were alone and so afraid.
May you chase stars and drink milhy ways
I hope you run free, little cosmonaut
I'm sorry.",Second-Person
L46,,"Two stray dogs. Two different paths. One shared service to humanity.
Laika — a street dog who became the first living being to orbit Earth, opening the door to space exploration.
Aloka — a rescue dog walking silently beside monks, spreading peace, compassion, and mindfulness.
Different journeys. Different purposes. The same spirit of selfless service.
Peace does not always speak. Sometimes, it simply walks. Sometimes, it orbits the stars.",Unknown
L47,,"You have probably heard
About this brave little girl
All we know is that she saved the world
She got sent away
But she wasn’t afraid
Though she was alone in the dark, big space

Left the cheering crowd
Went above the clouds
Rocket going high
Then they said goodbye
She still wonders why
But she loves to fly

I hope Laika never died and that she spins around us still
And that she has a party in the air and always will
I hope that she is dancing every night among the stars
I hope Laika is alive
Laika party in the sky
Laika party in the sky

Bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam

Bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam

Through the comets and the stones
She is howling for her bones
Singing along to the stars and sun
And if she didn’t fly
Nor would you and I
A forever hero for human kind

Left the cheering crowd
Went above the clouds
Rocket going high
Then they said goodbye
She still wonders why
But she loves to fly

I hope Laika never died and that she spins around us still
And that she has a party in the air and always will
I hope that she is dancing every night among the stars
I hope Laika is alive
Laika party in the sky
Laika party in the sky

Bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam

Bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam

Laika party in the sky (ooh)
Laika party in the sky (ooh)

Bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam bam bam
Ba ra ram bam bam bam

Laika party in the sky",Third-Person
L48,Laika ,"In English and Nordic folklore, it was believed that the first person buried in a new churchyard had to guard it against all ills, from graverobbing vandals to the Devil himself.

To prevent a human soul from having to perform such a duty, a black dog was buried as a substitute.

The Church Grim.

Custodian and protector of the consecrated ground.

Often, I think about Laika.

She was the first to exit the Earth's atmosphere, and died in orbit within hours.

""After placing Laika in the container (...), we kissed her nose and wished her bon voyage, knowing that she would not survive the flight.""

Often, I think about Laika.

Sent first, she became the Church Grim of our orbit.

Dutifully watching over the departed.",Third-Person
C01,The Two-headed Calf,"Tomorrow when the farm boys find this
freak of nature, they will wrap his body
in newspaper and carry him to the museum.
 
But tonight he is alive and in the north
field with his mother. It is a perfect
summer evening: the moon rising over
the orchard, the wind in the grass.
And as he stares into the sky, there
are twice as many stars as usual.",Third-Person
C02,"""Happy Birthday, Astarion""","I'm watching
the way the world is moving

not really like a wheel
laying on its side, more like a cow

lowing in the pasture
giving birth to something two-headed

she's watching the sky
or at least something in them

as the sun rises and i wake up
the other farmboy in my bed,

brush his hair from his eyes
like a dog tasting the pup's placenta

we find the freak with its mouth
still latched on to the udder

it died with its belly full
knowing it was loved if not understood

""Come on,"" I'll say, ""get the Sunday paper,
the curator will know what to do with it""

I'll wrap it up with the comics facing out,
Calvin and Hobbes are gonna tell me the
shape of the universe, every Millennium
prize answer, the coordinates in the
Library of Babel that can show me how to
explain myself to my father

I'm not gonna read them. I'll be busy
brushing my hand
along the rump of the little calf

watching the mother in the field
watching us back as we take her strange,
dead son away.

The curator will give me and my boy
twenty bucks for the body. Says he'll put it
up on display for the world to see.

I'll take my boy down
to the only diner in town, get us
chocolate milkshakes, burgers and fries

But before I leave, go spend
that freak money in my jeans pocket,
I make sure the curator knows
what name to put on the plaque
for the two-headed calf.",First-Person
C03,Two headed calf:,"There is too many stars tonight. 
Laying in a field. The wind blowing softly, the moon shining upon me. 
My legs are weak and I am worn, despite only being a few hours born.
I can’t wait to see the sun.
Feel the rays of light warm me like the barn. 
The sky is bright tonight, I know in my bones I won’t last long. So I am here, my moonlit night, waiting for the day, waiting for dawn. 
And when you hold me in your arms, and sing your little song, and curl your hands through my hide, know that I will be in the stars, watching you from the beyond. ",First-Person
C04,My sequel to The Two-Headed Calf by Laura Giplin,"The following morrow, 
the farm boys finally stumble upon the creature. 
They freeze, curious, 
as if unable to conclude judgement on what they are seeing. 
The calf was cold, but not dead, 
and still they pick him up from his sleeping mother's side. 

His tired eyes open as, together, 
they bounce across the fields, 
bathe beneath the suns, 
frolick among the orchards, 
lay among the blades of green, 
and watch as the two brightest stars disappear below the horizon. 

The happiest he's ever been in his short life, 
the calf blinks for the last time, his wide smile still prevailing. 

The farm boy leaves the newspaper on the museum doorstep; 
And as he leaves distressed, he looks up to find an empty night sky. ",Third-Person
C05,Mother of the Two-Headed Calf,"Do you think the two-headed calf’s mother mourned for what her kin was, or what he was meant to be?

Do you think she cried twice as much, twice as hard, watching her baby (babies) sleep beside her in that north field?

Do you think she wished he was normal? Do you think she prayed and ached for a normal body, and thus a normal life, for him?

Do you think she silently begged for his death to come quietly and peacefully as he slept beside her under the twice-blessed night sky? Was it the worst thing she ever asked for, but she knew a soft end to this life would be far kinder than the calloused farmhand hands that came for him? 

Do you think she fought the farm boys taking him away? Do you think she wailed and kicked and bucked as they took him farther from her and closer to his demise? She has four legs, and her baby has two heads. Surely that is enough to keep him safe beside her? Surely he should not be destroyed for simply existing?

Do you think he heard his mother’s agony twice as much?",Third-Person
C06,Two Headed Calf,"What a time to be alive 
Aint it special I arrived
Unscathed and unstressed

As I lay soft and warm and bare 
You know theres something in the air
That tells me this nights different than the rest 

When the suns erupt with heat
They’ll drag our body through the street
Theyre gonna make me go, y'know 
But i dont wanna
Momma
Momma

Oh
Theyre sacrifice us like a lamb
 Its not exactly what I am 
But who has time to outspoken

The wind whispers like a prayer
Through my worried mothers hair 
Her eyes read like somethings broken

When the suns erupt with heat
They’ll drag our body through the street
Theyre gonna make me go, yknow
But i dont wanna
Momma
Momma



The moments sweet and calm and right 
And i’ve got the rest of the night
Before they find out what we are

Oh 
And i look up to the sky
 And I open our young eyes
And there are twice as many stars",First-Person
C07,“starry-eyed”,"after Laura Gilpin

my chest aches at the thought of a mother’s love, at what it’s supposed to be; 
a cow giving birth to her calf and immediately licking the blood 
off of him after he emerges from the amniotic sac. 
he is born with a second head and she doesn’t hesitate 
to clean the afterbirth from that one, too. 
this baby is special, because he is hers 
and the moon is high in the sky and 
the breeze is cool on their skin. 
in the morning, he will be ripped away from her 
and she will weep and wonder why this must happen. 
for now, though, as both sets of his eyes open to peer up at Orion, 
she does not shed a single tear.",Third-Person
C08,The Two-Headed Calf,"I am different. I know I am. I have a second head, my mother does not. She says to me, ""The farm boys will come for you in the morning, they will wrap you in newspaper and take you to the museum."" That does not frighten me, because tonight, I am here, I exist. I am with my mother, the summer breeze is beautiful and the stars are plentiful. I will sleep peacefully with the comfort of my mother, because tonight, I am safe. At least, I should. When I look into the sky, there are twice as many stars as usual. I hope, that perhaps, death will be kinder to me than man. I am sentenced to certain and unwavering death, just because I was born different. I didn't ask to be born this way, so why am I deemed a sinner? Why is my birth a crime worthy of death? I wish I knew the answer. I wish I could live to see the stars again, but I am certain that I will not. I want to curse at whatever God made me this way, made me just so I could be destroyed. Its unfair. Why should I be punished for being different? Why am I a freak, a monster? When I meet with my creator, I will look them in the eye, and ask the one question on my mind. ""Why?"" Why am I being punished for a crime I did not intend to commit? Why did you make me this way? Why did you give me the stars, only to take them away again? Why did you give me this short, distasteful life?
Why? Why? Why?
I can hear my mother as I pretend to sleep. She sobs in despair, wondering why her child was going to be ripped away from her. To those who have judged my sins and deemed me a sinner, just for existing, my heart fills with hate. But I also feel jealous. You get to have a normal life, you get to exist, see the stars and be happy. Yet you take it for granted. I am sorry I was born this way. I am sorry that I am a sinner in your eyes, but God's sins outnumber my own. Dear mother, it was not your fault. Please do not cry. I will see you in another life, where I am allowed to exist. I will miss you dearly until we meet again.",First-Person
C09,,"my mother took me to the Mueseum of odd things today. 
I saw conjoined twins, shoulder to shoulder, mummified in a glass case rather than in a grave each their own to finally be alone. 
I saw a two head cow, barely a day old, a badly hidden slit to his neck and cotton where his baby flesh should be. 
I saw the body of a baby with three eyes, a man with no nose, and girl with three legs… 
and then I saw a mirror, nothing odd about it except my face looking back at me
as people laughed and gocked at the exhibits around me",First-Person
C10,Two-headed Calf (OC story),"My father's embrace is the most comforting thing I can think of. It's what I would come home to after a day of being bullied. It's what I would wake up to in the morning. Even when he was angry with me, his hugs always made the world seem brighter. 
When one of my favorite cows had a calf, I was over the moon. I remember being so excited cause I'd never seen a baby cow in person before. I begged my father to let me see her for days and every time I asked, he would get short with me and eventually I stopped asking about the pregnancy all together. 
I came home from school one day and couldn't find my father anywhere. I called all throughout the house for him and couldn't find him. So, I headed to the barn to go look. I stopped in my tracks when I saw him in the cow stall, holding a two headed calf close to his heart. 
“Papa! Papa!” I yelled as I ran in to go see too. “Papa, it's got two heads!” 
My father was quiet and then slowly nodded. “Yes, baby, it does.”
“That's awesome! Can I hold it?” I begged.
Again, my father was quiet. He looked up at me with tearful eyes. “Baby, the calf’s dead.”
It was like I could feel the excitement leave my body, draining out of me and forming a pool under me. My body filled instead with horror as I looked closer. 
The calf's eyes were closed peacefully. But its chest did not move. Its tail did not wag or sway. It didn't move at all. 
I felt my face get hot and my eyes start to sting. I remember that I sat down next to my father and, despite his protests, took the calf’s two heads into my lap and began to stroke the calf ever so gently. 
My father sighed and pulled away from me. “Come on, baby, we have to bury it.” His voice was soft as ever. “You can't keep it. The body will start to decompose and it's gonna not be a pleasant sight.” 
I rocked the calf tenderly back and forth and looked up at him. “I'm giving it a hug like you do when I'm upset, papa. I don't want it to be sad.”
That's usually where my memory fails me. I'm not sure what happened after that. All I know is the poor thing was buried under a tree in the backyard with two fence posts tied together for a gravestone. 
I still go outside sometimes and look at it. I run my hand over the bark of the tree and stare at the dirt where I know the baby is underneath. 
I don't know what possessed my father to ark this grave. He never marked the other ones. But forever, I look at a grave marked “Precious two-headed baby. I'm sure you felt twice the love.”",First-Person
C11,,"She was loved that night 
She was nursed under the stars 
She knew her mother's might 
She saw the beauty of the night
She saw twice the number of the stars
She knew, oh lords, how she knew 
She knew she saw she felt she loved ",Third-Person
C12,"The two-headed calf
","Outside this place, this would be rejected.
Labeled. Corrected. Hidden.
Inside, we stop pretending.
We look.
And find beauty where we were told not to.",First-Person
C13,"Even two-headed, the calf is mourned","The only person recognizing the alien
is the cow praying for peace at midnight.
When the spaceship runs out of fuel sacrifices
some of her home so the thing has lodge. She does not yet know
abduction.

On nights the thing misses the world it comes from,
she visits with bells and a song.
Together, they pray to a cow larger than themselves
for recharge, love all the same, and if
or when
he becomes star again,
she may find him among
the constellations,
flying. That, the next galaxy has
a farm and a full moon.

It is a week later when she reopens her eyes.
The grass is still green.
The sun is a reset
but, even senseless,
the cow knows far,
far away
her calf is crying.",Third-Person
A01,POV you are a little black seadevil swimming to the surface of the ocean,"Certain things are sacred.

Meant for some eyes
And not others.

A sea foam of cloud tops  
Swirling against the blue underbelly of space 
Meant only for the eyes of birds.

A cage of ribs settled
Silent on the seafloor; a boneyard in the dark abyss 
Meant only for me 

I should not be up here
In defiance
Of my morphology 

But now that I am,
I rise
That I may catch a glimpse of sun-dappled sky

And the eye blazing above the surface  
Needling at my flesh:
The teeth of retribution. 

I rise and I know
as Icarus knew when he fell 
There are some things we were not meant to see

But it is worth the price.
It is worth the undoing. ",First-Person
A02,She Deserved the Light,"All my life, there was only dark,
so I became my own small spark.
A lonely glow, a fragile flame,
but it was mine—I had no shame.

Through endless voids, I swam alone,
my light, my guide, my heart, my home.
But then I saw a glow unknown,
not made by me, not mine—its own.

I reached, I trusted, I let go,
and in that warmth, I lost my glow.
Now here I lay, the fight was long—
I made my light, but I was wrong.

She fought, she burned, she shined so bright,
and still, she lost—she deserved the light.",First-Person
A03,Icarus Is The Anglerfish,"February 2025:
Scientists saw a deep sea angler fish,
jet black, twisted smile of gnarled teeth,
approaching the surface.
She lived miles beneath the waves,
a creature of nightmare and horrors.
A monster of the dark and the cold depths.

She swam so purposefully,
her mouth opened with some kind of awe.
Defying all instinct
she kept traveling up higher
and higher
and I am left wondering how many
of her kind had ever come so close
to touch the sun.

The pressure, they said,
would kill her.

But oh,
how warm it must have been
when the light hit her face.",Third-Person
A04,"For the last day of my life,i think i will go see the light
","In the depth where shadows weave
A place where light dares not to cleave
And cannot reach its cold and dark floor 

A silence thick..a heavy weight
Where time itself may hesitate 

No stars to guide..no moon to rise
Just endless black beneath the skies
Where shadows creep and silence guards the secret deep 

The ocean's depth..a world of night
A place where your voice fade
And light can never pierce the shade 

The deep is cool..the dark is wide
Yet in the dark a truth may rise
When something calls you from inside
A shimmer..soft..a world unknown
Where golden rays through water shone 

Not bound by sight..nor seen by eyes
For even here..beneath the gloom
A heart may find its hidden room",Second-Person
A05,BELOW DEPTH,"—how could an anglerfish that has always felt alive
wired below the cold silence of the phantom murk 
of a luring, lantern-like glow digress itself 
almost beneath the vast    hollow pocket?

it alters its smooth teeters from left to right    
and to gape its maw was all it could really do
the zoned-out consciousness was ANGLing itself
upward to a most perfect snapshot 
to recapture it beholding in full
the margin of the incessant pelagic waves rolling
(and the sounds of it as it crashes to no land)
the bulb glints of a boundless energy 
flashing above the waterworn surface 
(and how it filters through with not
even a single interstice in sight)

there 
the seadevil lays its stalactite-like teeth
realizing the warmth
the daylight cracks     the sunlight beams
and that’s what it took for wonder
just as the time has been aligned
for its once-buoyant body to sink and subvert down
once again to where it initially was home
abyss.

and that
enough of it seeded the clouds for man’s eyes
to emerge a heavy rainfall sourced 
from a crimson grief pupil.
they had both airways in their noses clogged
how placebo was it when a perfect red rose
they have caught an ambrosial scent out of it?

the onlookers condensed into cell phone screens
seem to have several says and some certain whatnots
forget not Cassandra’s hex of old that still hovers around
in the latter and pervading into the heads 
of no one but themselves inducing the nescience
equally just as how the heart perceives
what it must feel in its most and all profound form.

one may even publicize it on Facebook
stating their poetic substance and wielding
an em-dash right before the fishes’ name
like it was its own claim in verbatim
(could it even speak, dumbass?)
a posthumous tale reiterated
into mere cartoonish visuals
oh  —  how it finally gained a great awe!
oh  — how it finally had its rough and slimy skin
contact a transitory burst of life!
after it had lived in an otherwise absent space of light.
and that alone reached melodramatic applause
and the higher demographic
something about it had the human sentiment
why wouldn’t it be?

who’s them to actively supersede that it had 
saw a foreboding of its cadaveric anatomy
more in the way of an inevitable one
favoring their thought that it had been compelled
by an innate desire for peace to ascend above
its usual depth away from where it came from?

it is suspicious    there must possibly be something
lurking deeper behind the interpretive evaluations
could it be agitated by a sort of sickness  
a run-down stamina       perhaps?
fins rarely fluctuant and stance locked into place
ain’t no actual shit to tell those guts and insides
are crushing and decompressing by that given time
just a small glimpse of observation
is the one to strongly justify it yearned for the light 
to be shun against it and to be absorbed within it
that poor helpless fish      who would’ve known at all
the Sun seared its vision with a blinding disconcertment?

it was rooted nowhere at all
but to its own doom and destruction
but man only accounts for his upfront peripheral view
and no other perspective 
has to be acknowledged yet again
and nothing could be more beautifully visceral than that.",Third-Person
A06,I See The Light,"It is cold here. 
They freak out on seeing me. 
The deep is cold, endless, swallowing.
The weight of the sea belongs inside my bones,
pressing, shaping, keeping me low.
But something is wrong.
The current does not hold me anymore.
I wish to see the light.

For once, can I disappear?
My own light that made me something,
It flickers uselessly now.
It cannot save me. 
When shall this end?
I wish to see the light.

My mother told me of the pull,
of those who drift upward, limp and hollow.
The ocean does not take them back.
Is that what she became?
Is that what I am now?
I wish to see the light.

My father warned me of stillness,
of the ones who stop moving, stop hunting.
The ocean does not take them.
It spits them out, forgotten, lost.
Did he think I'd float away?
I see a light.

I did not create that light.
Why am I going towards it? 
Should I continue upwards?
The water is thinner
My body is weightless.
The pressure is gone. 
The deep is gone.
What an unusual feeling.

I see sparkles around me. 
Oh, how beautiful. 
Touching me for the first time.
Could I make it last forever?

Am I even allowed here?
I want to go back, but this feels good too.
The deep was heavy, but it was home.
The surface is weightless - could it be home too?
Every instinct screams to sink, to fight, to return,
but I do not.
Maybe that is strength, too.

This light feels good. 
It feels warm. 
Is that you, mom? Is that you, dad?
If it is you, then I am home.
If it is not…then I go where this light calls me.
I finally see the light.

Love and light,
Coco",First-Person
A07,Sunbeams On The Water,"Immense pressure all around me
Darkness becomes all that I can see
Impending doom tolls its bell
Is there really heaven or hell?
Alone I wander in the depths
Among the silt which has been swept
Sickness addled thoughts abound
Where currents muffle any sound
In my confusion turning upward
From where my body simply hovered
A dazzling shimmer up above
Reminiscent of all I love
I swim towards the jeweled waves
To find the warmth my soul craves
As I rise so does my hope
Becoming easier to cope
A small but mighty marine marauder
Chasing Sunbeams on the water",First-Person
A08,The anglerfish ,"Everyone online is talking about this anglerfish 
That rose from the dark depths to the surface of the water 
Scientists are baffled as to why it come to the surface 
But to be a fish usually regarded as gnarly or gruesome looking with its dark colors and long jagged sharp teeth 
What some would have considered ugly 
The online community has turned into something extraordinary something poetic and beautiful 
That it living in darkness created its own light to have the courage to swim way out of its comfort zone to realize the beauty of light that actually makes up the world 
I can relate 
Sympathize with it 
My heart has created the light I've tried to share with the world 
Through success or failure I've tried
And my mind keeps me in the abysmal darkness 
That always surrounds me 
Maybe 
Possibly 
One day 
If nothing more 
In my last hours I to can come to realize 
There was a much much bigger light 
Trying for me to ......",First-Person
A09,Spain: Rare ‘Black Devil’ Anglerfish Spotted Near Tenerife Coast in Broad Daylight,"She is no larger than a human fist
From the darkest depths of the ocean floor
She travels thousands of meters skyward
The weight of the water falling away

Her fading bioluminescent bulb
Outshined by the rays of light from a star
More than 90 million miles away
She feels its warmth for the first time ever

Did her parasite husband survive stuck —
Clutching himself to her side with his mouth
Or was she finally free of him too
Making this long journey all by herself

Survived just a few hours at the surface
Taken by scientists to be studied",Third-Person
A10,To the young anglerfish,"For now and for the next 400-plus generations,
the hornlike symptom on your brow
will itch and be subject to irritation.
At that point it will begin to resemble a modification
useful for tricking food. It will at last begin
to begin to do some good.
Meanwhile, the problems of life enhance:
an awkwardness attends the mating dance
and an inexplicable thoughtfulness
at the wrong moments.
That part of you that is pledged to the future
abstracts you in some way from nature
with the small n. You feel a
comical, budding power, and then
you don't again.",Second-Person
A11,LOVE LETTERS FROM THE DEEP,"they find each other in the dark. there's no sun
down here, except for her, cleaving through the sea
        like something worth running from. 
he orbits her for a while, his pathetic wriggling body 
soft against hers. a first touch that lasts forever. 
(i want to kiss you. i want to eat you. i don't care, 
as long as we're together.) he's only eaten
once or twice in his entire life, and she tastes
like fruit, bleeding moonlight into his mouth. 
it's a love deeper than hunger, a love she can feel, 
writhing in her guts. he gives up every thought,
every organ, commits himself to the flesh of her side.
they'll share this body forever. the best things end
in total darkness--the last thing he sees
are her sightless eyes. a lamp that hangs
        high above her head like an angel. 
she wears what's left of him like a medal, 
a graveyard that swims. her children will remember
        how his mouth filled with want.
half of them will be just as lucky.",Third-Person
A12,Poem about an angler fish,"The angler fish has never seen the moon
The darkness surrounds everything in an inky black void

Yet somehow
The angler fish knew

The angler fish has never heard of the moon
The deepest depths speak of no light in the sky

Yet somehow
The angler fish knew

And perhaps all the fish know of the moon
Finding themselves drawn towards the small light at the bottom of the ocean

The moon doesn’t shine down there

Yet somehow
The angler fish does",Unknown
A13,,"Not all gods live in heaven.
Some drift—an #anglerfish, crown ablaze,
entombed in the trench where stars dim.
It does not rise. It lurks.

And who are we,
but swimmers drawn to shimmer,
forgetting even angels drown—
if the light is beautiful enough.",First-Person
A14,Anglerfish,"I carry a bit
of sun
into the dark.
Life-giver,
devourer?
I remain
conflicted.

What sort of life is this?

Lonely,
I fall deeper,
doomed,
foraging
amongst drifting dead.

My love,
lost to silence,
a mute presence.
Fused,
until I can no longer
tell us apart.

Lonely.",First-Person
A15,benthic icarus,"all teeth and longing, a lantern born of hunger,
a thing so small it should not have dreamed.
made for the abysmal quiet,
for waiting, for wanting, for the heavy hush of the deep.

but god, something in you ached—
not just for food, not just for breath,
but to see.
to know if the stories were true,
if light could ever belong to something so ugly, so lost.

so you rose, benthic icarus,
small and stubborn, rushing toward ruin.
all your life, you carried your own light
a flicker against the dark that crafted you
but it was never enough
you wanted the sun

and when the light finally found you,
when the weight of the world lifted,
you split apart—
like a secret held too long.
it was the pressure that kept you whole.

they will say you were nothing,
just a fish, just a fool.

but you and i know better—
made of darkness, made of hunger, made of want
a creature of the deep
who dared to reach for the sky.",Second-Person
A16,,"I lift up from the floor 
Toward the highest roof
To gaze at the unknown 
To see the brilliant waves
I reached the final door
I understand the truth
The dark, it was my home
But the light will be my grave.",First-Person
A17,A Light I Did Not Create ,"I knew my time was coming soon. 
My light, my ever-present light shone in the pitch inky blackness of life. From the moment I was born the only illumination I received was from that tiny bulb atop my head. A light used as a beacon of death for unsuspecting creatures, seeking shelter in the warmth of a light they’ve never been able to bask in before. I never asked for it to be the way that it is, but eat I must. My light was my livelihood, and was the calling of demise for others. 
Once shining bright, my light began to dull. It began to flicker. 
I knew my time was coming soon.
My body. Once strong and quick, had slowed. My fins struggled to move, my heart pounded harder with every inch I moved forward. It hurt to swim so much. It hurt to run from predators wanting to swallow me whole. It hurt to propel myself through the abyss that I had been born into. An abyss I was forced to stay in.
I knew my time was coming soon.
Someone had told me once of a light so bright it lit up the entire planet in warmth. Miles and miles above us lie an entire world covered in brilliant light. Illuminated so wonderfully and beautifully that colors danced and swayed everywhere you looked. They told me of the light being a beacon of hope. A sign that time had passed and the darkness had ended for another day.
Down here, darkness was the only constant. 
A light made for beauty? A light that everyone saw as a sign of joy? The only light I ever knew was the one I created myself. The light of death.
How is it that another light could exist so amazingly? 
I yearned to see it. 
I yearned to feel its warmth. 
Yet, I was too far away. So far, the light didn’t dare penetrate our dismal domain. 
So I continued along, swimming. Eating. Killing. 
But my body is so tired.
My use on this planet has been taken.
Perhaps I should just stop swimming.
I knew my time was coming soon.
And yet, I still thought of that light. That lifeline of light. 
I wanted to see it. To gaze upon it. 
Without another thought, I found myself swimming.
Just like I always had.
But this time, I was swimming up
Up.
Up.
Up.
Faster and faster I swam, my body straining as I pushed myself further.
Before I knew it, I was far away from my inky depths. 
I was somewhere a little warmer. 
My body began to feel like it was being stretched and compressed. 
I felt like I was melting. It was hard to breathe.
But I kept going. 
Up.
Up. 
Further. 
Keep going.
The water was blue. Blue! A vast expanse of brilliance. Life began to spring itself towards me. Greens and pinks swaying. Absorbing.
What is this beauty?
I kept going. I had to keep going.
Was this what light could do?
Could my light have done this too?
I felt my lungs being crushed, my soul growing distant.
But I held on. I held onto the hope of reaching the light.
The water was swaying, pushing and pulling. 
It wasn’t still anymore.
It was alive. The water was alive! 
I pushed and pushed, I was so close I could taste it.
The light.
The glorious light.
As I took my last breaths my body penetrated the crashing surface of the water. 
And there it was.
The light. 
The beautiful ball in the sky, shining so brightly. 
It was mighty, like a warrior. Its rays were warm on my cold, dying skin. 
As my vision blurred, I felt it.
I felt alive.
I had finally reached it.
My last thought,
distant and echoing.
Was that if I were to be reborn,
Maybe I could be a ball of light.
Just like this one.
And create a light for life.
And as I took my last breath I was so thankful.
So very thankful.
For the light I didn’t make.",First-Person
A18,Here Lies One Whose Name Was Writ in Water,"Today, an anglerfish escaped
the deep to lend her light to the sun.

What were you fleeing
there in the dark below?

How the shimmer of the surf must have been stars
in the slow ascent:
how her skin must have sang
tasting the sun for the first and last time.
Did you rise to wake or sleep?

How small she seemed in life:
a shriveled black lung
as small as the hand of a child.
How her violet eyes couldn’t see how large she became:
how her light touched every corner of the earth
at the end.",Third-Person
A19,,"I caught an anglerfish
And let it dangle from a tree
I caught and orangutan 
And set it out to sea
Fish
Tree
Orangutan 
Sea
It was always how
It was meant to be",First-Person
A20,Amelia Anglerfish laughed again and shook her head no,"You can't leave the flow
for that leads only to woe.
Go on must our show!",First-Person
A21,Paradox Bites,"Lure lit, 
still as prayer,
an anglerfish waits.
A baited ghost in gloom,
it dangles hunger
on a hook of itself,
all fish, no flinch.
Here,
the hunter is 
prey
and the prey 
hunts.",Unknown
